access,accessno,accruals,acqvalue,admin,appnotes,appraisal,appraisor,archivist,archnotes,area,associate,authorx,caption,catby,catdate,cattype,classes,collection,conddate,condexam,condition,condnotes,containtxt,copies,creator,credit,curvalmax,curvalue,custodial,dataset,date,dateaccum,datecreate,descdate,descrip,dispdate,dispositn,dispvalue,earlydate,edition,elongitude,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,extent,findaid,flagdate,flagnotes,flagreason,genre,gparent,group,homeloc,imagefile,imageno,inscomp,insdate,insets,insphone,inspremium,insrep,instrument,insvalue,interviewr,intvdate,intvlength,intvplace,intvrest,invnby,invndate,label,language,latdeg,latedate,legal,level,link,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,media,medium,mlanguage,narrator,narratorid,nlatitude,notes,objectid,objname,objname2,objname3,objnames,oldno,originals,otherno,parent,people,physchar,pmeridian,policyno,projection,pubdate,publisher,pubnotes,pubplace,quantity,recas,recdate,recfrom,refcode,related,relnotes,reviewed,rights,rules,scale,series,sheets,signedform,site,siteno,sitesadded,size,slatitude,status,statusby,statusdate,sterms,subjects,system,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,transcribr,transdate,transloc,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,wlongitude,ppid
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Shetek Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124303.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.303,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T12:02:30,Unknown,,false,,,6FBAFEC3-99F3-4B68-BB07-886096413126
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Shetek Township Section 15, 16, 21, 22",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124304.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.304,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T12:03:12,Unknown,,false,,,AC2F6059-3C24-4C69-809A-615058359935
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124305.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.305,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:01:43,Unknown,,false,,,7F625769-4E7D-40FD-AD31-398309464922
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 25, 26, 35, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124306.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.306,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:01:37,Unknown,,false,,,F51A6293-85F2-4F75-942C-048233290100
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 27, 28, 33, 34",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124307.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.307,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:01:33,Unknown,,false,,,424E74AC-CD41-4BCC-A11A-654385477630
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 4, 5, 9, 8",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124308.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.308,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:01:30,Unknown,,false,,,FDEFDA41-6A11-4A32-AED7-773014964289
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 5, 6, 7, 8 and Murray Township Section 1, 12 ",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124309.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.309,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:02:25,Unknown,,false,,,CC05AD7E-00F2-4812-85F2-035896320450
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 1, 12, 2, 11 ",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124310.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.310,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:03:06,Unknown,,false,,,796D4CFC-34D6-40D7-BE4E-608723064355
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124311.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.311,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:03:36,Unknown,,false,,,4C1E6E25-8A53-4DE0-9777-423392068154
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 29, 30, 31, 32 and 28, 33 (partial)",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124312.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.312,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:04:11,Unknown,,false,,,799CC211-7DBD-4825-AD01-383812218153
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 29, 30, 31, 32 and Murray Township Section 25, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124313.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.313,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:04:57,Unknown,,false,,,B0BCD650-04F7-488E-A66A-537142415896
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovary Township Section 16, 17, 18, 19, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124314.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.314,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:05:33,Unknown,,false,,,7C60B098-5A20-4195-9E55-850310896030
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 14, 15, 16, 21, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124315.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.315,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:06:17,Unknown,,false,,,78CC310F-4DEF-4CDC-AC43-474582755443
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Dovray Township Section 13, 14, 23, 24",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124316.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.316,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:06:47,Unknown,,false,,,B2719A68-E6EC-40E2-A879-833615652200
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 25, 26, 35, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124317.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.317,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:15:38,Unknown,,false,,,00D91B7C-2AAC-437D-A455-490114309579
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 13, 14, 23, 24",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124318.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.318,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:17:01,Unknown,,false,,,7975FC1F-E0EF-4C75-A180-181819654196
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 5, 6, 7, 8 and Ellsborough Township Section 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124319.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.319,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:17:48,Unknown,,false,,,D54BD687-ED23-4B1A-BEC8-443876089821
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 17, 18, 19, 20",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124320.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.320,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:18:13,Unknown,,false,,,B7AEC1CD-F185-48E6-AAA2-381074059870
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 15, 16, 21, 22",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124321.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.321,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:18:42,Unknown,,false,,,558634B2-D271-4CC0-9AAF-694120971111
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124322.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.322,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:19:06,Unknown,,false,,,DBEC3161-FF5E-4949-8013-216546850140
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 27, 28, 33, 34",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124323.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.323,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:19:43,Unknown,,false,,,3CFAB353-0DAA-49F0-AB8F-354731806077
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 29, 30, 31, 32",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124324.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.324,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:21:30,Unknown,,false,,,6BFCFD66-6712-44E8-93A1-754962175893
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 30, 31 and Ellsborough Township Section 25, 26",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124325.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.325,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:22:13,Unknown,,false,,,CB6D847A-1145-4082-A54E-052904411232
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 3, 4, 9, 10",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124326.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.326,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:22:50,Unknown,,false,,,DAFAC38C-CBBB-4F5E-8EFF-384050114435
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandai Township Section 1, 2, 11, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124327.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.327,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:23:44,Unknown,,false,,,FC18E8E7-00FC-40D2-9A17-840961466710
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124328.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.328,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:25:08,Unknown,,false,,,DAAE8839-8115-4B6F-8B80-303445292123
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-02,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Skandia Township Section 5, 6, 7, 8",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124329.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.329,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-02T13:25:52,Unknown,,false,,,2E4104C7-D85D-4BD2-AAF2-122394291852
,2017.124,,0.00,,,,,,,,,,,Jakob Etrheim,2018-02-14,Map,,,,,Fair,Masking Tape Damage,,,,,0.00,0.00,,,1938,,,,"Lake Sarah Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,052\2017124330.JPG                                          ,3,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,4,,0.000000,,2017-09-28,,,,,,0,,,2017.124.330,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapm,2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-14T10:45:41,Unknown,,false,,,04C4E35A-0471-4A40-BBE7-187117956015
,2018.004,,0.00,,,,,,,,,,2018.004.001 001,Gaylene J Chapman,,Archive,,,,,,,,,,,0.00,0.00,,,,,,,"
Blue map of repair county ditch number 13 Shows sections 33 34 10 and 11.  no date.  Surveryed blue print.",,,,0,,,,0,,,,,,,,,,,,,,Museum,017\2018004001.JPG                                          ,1,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,Newspaper Room,,,,,CB 5,0.000000,,2018-01-12,,,,,,0,,,2018.004.001,map,,,,,,,,,,,,,,,,,,Donation,07-31-2012,Phelan Family,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-07T11:11:09,Unknown,,false,,,CC4D0377-AF67-4B82-B47C-552433822450
,2018.004,,0.00,,,,,,,,,,2018.004.001 003,Gaylene J Chapman,2018-02-07,Archive,,,,,,,,,,,0.00,0.00,,,,,,,Small spiral note book with names of customers of the Phelan Tile Factory. Gives name and what they ordered and costs. no dates on entries.,,,,0,,,,0,,,,,,,,,,,,,,Museum,017\2018004002.JPG                                          ,1,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,Newspaper Room,,,,,CB 5,0.000000,,2018-01-12,,,,,,0,,,2018.004.002,Ledger,,,,,,,,,,,,,,,,,,Donation,07-31-2012,Phelan Family,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-07T11:17:32,Unknown,,false,,,2363E929-5649-4E61-BBE0-071241562281
,2018.004,,0.00,,,,,,,,,,2018.004.001 002,Gaylene J Chapman,2018-02-07,Archive,,,,,,,,,,,0.00,0.00,,,,,,,"Ledger from the Phelan Tile Factory. Factory number 31494 government number. Names of customers and charges to who is listed. no date, looks like it might contain tile taxes.",,,,0,,,,0,,,,,,,,,,,,,,Museum,017\2018004003.JPG                                          ,1,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,Newspaper Room,,,,,CB 5,0.000000,,2018-01-12,,,,,,0,,,2018.004.003,Ledger,,,,,,,,,,,,,,,,,,Donation,07-31-2012,Phelan Family,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-02-07T13:36:47,Unknown,,false,,,A82364B1-E4E0-4B8C-8DE2-365117672840
