accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication artifact
Documentary Artifact",Unknown,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1988,"A black color hardcover book with gold printing on front cover & spine. The design was used as the 1967 Todd County Centennial emblem  -the shape of the county, indian carrying a canoe, pine trees, airplane, house with an antenna and a tee-pee. and the words: Todd County- Then and Now.. On the spine of the book is: Todd County, Minnesota.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.183,"Book, Hardcover",,,,,,Documentary Artifact,Unkown,"9.5"" x 12.25"" hardcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"hardcover
book
history
Todd
County
Minnesota","hardcover
book
history
Todd
County
Minnesota",,,,,,,,"Todd County, Minnesota
Then & Now",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T10:38:57,Unknown,,false,,66978B97-A5EF-4589-8D5E-503465045210
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Unknown,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1998,"A dark blue hardcover book with gold design & printing on the front cove- Pages of Time and sketch of a family, on the spine-1898 SEBEKA-1998. Sebeka is in Wabasha County, Minnesota.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.186,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"8.75"" x 11"" x1.5"" hardcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book
history
Sebeka
Wasbasha
County
Minnesota","book
history
Sebeka
Wasbasha
County
Minnesota",,,,,,,,"Sebeka- Pages of Time
On Hundred Years- 1898-1998",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T11:06:49,Unknown,,false,,5BE2AA02-A65B-4A7C-B53C-204404794390
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication artifact
Documentary Artifact",Sons of Norway,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1998,"A  white colored Atlas printed in black ink. Titled: Genealogoical Guidebook & Atlas of Denmark with the outline.shape of Denmark on the front cover, It has a black sprial binding. ",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.191,"Book, Atlas",,,,,,Documentary Artifact,Sons of Norway,"8.75"" x 11"" softcover. paper, plastic, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"atlas
book
guidebook
Denmark","atlas
book
guidebook
Denmark",,,,,,,,Genealogical Guidebook & Atlas of Denmark,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T13:17:58,Unknown,,false,,35C3CA6A-735B-4FC6-9694-514842561122
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Sons of Norway,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1998,"A white color book with black ink design & printing. Title is: Genealogoical Guidebook & Atlas of Sweden, a sketch of three people in the Swedish  garments. The atlas is held together with a black spiral plasic binding.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.193,Atlas,,,,,,Documentary Artifact,Sons of Norway,"8.75"" x 11"" white paper, black ink. black plastic",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"atlas
book
guidebook
Sweden","atlas
book
guidebook
Sweden",,,,,,,,Geneaological Guidebook & Atlas of Sweden,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T13:43:51,Unknown,,false,,DEE11350-34F2-491E-B2EB-206888804688
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Irene Olson,2020-01-14,"Swanson, Edie",Good,,,0,Nikolas Werngren,,0,0,,1998,A softcover book titled: Signs of Swedish Roots in North American connects twons in American with same name towns in Sweden with photograhs and articles.,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.195,"Book, Softcover",,,,,,Documentary Artifact,"Olson, Irene (Knockenmus)","9' x 9.75"" softcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book
softcover
Swedish
roots
America
photographs","book
softcover
Swedish
roots
America
photographs
",,,,,,,,SIgns of Swedish Roots in North America,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T13:17:02,Unknown,,false,,57FADD9E-FDE3-4A7E-AA84-382855050926
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Sons of Norway,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1988,A white softcover book with black ink sketch of a church and black printing: Genealogoical Maps & Guide to NORWEGIAN Parish Registers on the front cover. ,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.198,"Book, Softcover",,,,,,Documentary Artifact,Sons of Norway,"8.5"" x 11"" white paper, black ink, black plastic",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book 
softcover
Norwwegian
maps
guide
Parish
registers","book 
softcover
Norwwegian
maps
guide
Parish
registers",,,,,,,,Genealogoical Maps & Guide to Norwegian Parish Registers,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T14:45:37,Unknown,,false,,BD73D7E9-7EBF-4432-A1DB-314829174919
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Unknown,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,2007,"A yellow & blue colored softcover book with printing in yellow on the blue: Telelaget- The First One Hundred Years-1907-2007 by Telelaget of America and a blue banner with gold fringe, a mountian scene in the middle and the words: Telelaget -US America-Norway- no Seregatterslikefjellogdalar on it. Telelaget is a Society of Norwegians, This book covers genealogy studies, events, tours.",,1907,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,2007,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.199,"Book, Softcover",,,,,,Documentary Artifact,Unknown,"8.5"" x 10.75"" softcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book
softcover
Telelaget
Society
America
centennial
history","book
softcover
Telelaget
Society
America
centennial
history
",,,,,,,,"Teleaget
The First One Hundred Years
1907-2007",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T14:44:49,Unknown,,false,,F8972057-62ED-4414-81AF-411641692351
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Unknown,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1996,"A hardcover book with two farm scene that have red building. The title of the book"" The People of the Red Barns"" 1851-1863 in Sweden. Story of the Emigrants from Vastmanlands- Kopparbergs- Gavleborgs- Vasternorrlands- Jamtlands- Vasterbottens - and Norrbottens Ian.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -1",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.202,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"8.5"" x 11.75""hardcover. paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book
hardcover
emigrants
Sweden
1851-1863
America","book
hardcover
emigrants
Sweden
1851-1863
America",,,,,,,,The People of the Red Barns,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-14T15:56:59,Unknown,,false,,F42C56D7-D4B3-4F80-8B8C-382389204662
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Unknown,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,1987,"A green hardcover book with gold printing & design. On the front of the book is: History of Wayne County, Ohio and the seal of the county est.1812. and Wayne County, Ohio -1987 on the spine of the book",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.204,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"9.5"" x 12.25"", hardcover. paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book 
hardcover
history
Wayne
County
Ohio","book 
hardcover
history
Wayne
County
Ohio",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-16T10:02:16,Unknown,,false,,57FB2994-7A58-4C2B-8F76-862736662649
2020.1,0,,,,,,"Swanson, Edie",2020-01-14,"Communication Artifact
Documentary Artifact",Milt & Irene Sather,2020-01-14,"Swanson, Edie",Good,,,0,,,0,0,,circa 1981,"3- Red hardcover books Titled: printed in gold on the spine of book-Walsh Heritage, Walsh County , North Dakota, Volumes two, three & four. on the front of each book is in gold: Walsh Heritage, a plow in a field design, - Walsh County, North Dakota - volume #",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -3",3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-14,,,2020.1.205,"Book, Hardcover",,,,,,Documentary Artifact,"Sather, Milt & Irene","9"" x 11.25"" x 2"": hardcover, papr, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-14,"book 
hardcover
history
heritage
Walsh 
County
North
Dakota","book 
hardcover
history
heritage
Walsh 
County
North
Dakota",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-16T10:01:42,Unknown,,false,,D4C608BD-B77C-414D-B509-629689892510
2020.1,0,,,,,,"Swanson, Edie",2020-01-23,"Communication Artifact
Documentary Artifact",Unknown,2020-01-23,"Swanson, Edie",Good,,,0,,,0,0,,2004,"A softcover book withbrown tone collage of pictures and black lettering:"" Minnesota Museums-Monuments, Festivals & Historic Sites"" by Anne Arthur on the front cover.  It is a guide for those who wish to find unique places to visit.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM Book Case 4, Shelf-2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-23,,,2020.1.262,"Book, Softcover",,,,,,Documentary Artifact,Unknown,"5.5"" x 8.5"" paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-23,"book
softcover
guide
historic
sites
museums
festivals
Minnesota","book
softcover
guide
historic
sites
museums
festivals
Minnesota",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-27T14:51:12,Unknown,,false,,E3005353-3899-4D27-A9DC-830369522000
2020.1,0,,,,,,"Swanson, Edie",2020-01-23,"Communication Artifact
Documentary Artifact",Unknown,2020-01-23,"Swanson, Edie",Good,,,0,,,0,0,,1973,"A softcover book, cover is acream color with a band of back with Pine River, Minnesota 1873-1973 in cream color, on the cream color pportion of front cover is in black ink:""Logsleds to Snowmobiles "" and a seal with a sketch of pine trees, a logsled being pulled by oxen and the word around the design reads: Pine River Minnesota Centennial Celebration 1873 1973.  It is the history of that town & it's people.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 3, Shelf -2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-23,,,2020.1.264,Book,,,,,,Documentary Artifact,Unknown,"8.5"" x 11""",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-23,"book
historical
Pine
River
Minnesota","book
historical
Pine
River
Minnesota",,,,,,,,"Logsleds to Snowmobiles
Pine River, Minnesota 1873-1973",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-23T12:51:38,Unknown,,false,,C9231353-B47F-4D2A-B8E5-137544433910
2020.1,0,,,,,,"Swanson, Edie",2020-01-23,"Communication Artifact
Documentary Artifact",Unknown,2020-01-23,"Swanson, Edie",Good,,,0,June Drenning Holmquist & Jean  A. Brookins,,0,0,,1975,A hardcover book has a colored picture on the front cover is of a fort with sentries standing on the watch tower. a family of five is walking just below (maybe Fort Snelling) Inside is a guide to Minnesota's Major Historic Sites.,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf-2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-23,,,2020.1.265,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"9"" x 11"" hardcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-23,"book
hardcover
guide
Minnesota
historic
sites","book
hardcover
guide
Minnesota
historic
sites
",,,,,,,,Minnesota's Major Historic Sites,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-27T14:51:34,Unknown,,false,,2229703C-9B12-40C9-B73C-125126965003
2020.1,0,,,,,,"Swanson, Edie",2020-01-27,"Communication artifact
Documentary Artifact",Unknown,2020-01-27,"Swanson, Edie",Good,,,0,,,0,0,,1958,A hardcover lesson book on Minnesota History used in grade school. The book is divided into units with questions at the end of each unit. ,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-27,,,2020.1.293,"Book, Lesson",,,,,,Documentary Artifact,Unknown," 8"" x 10"" hardcover, paper, ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-27,"book
lesson
Minnesota
history","book
lesson
Minnesota
history",,,,,,,,Exploring Minnesota,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-27T15:53:15,Unknown,,false,,AD0E6B9D-2666-41A0-9831-398304569545
2020.1,0,,,,,,"Swanson, Edie",2020-01-27,"Communication Artifact
Documentary Artifact",Wikstrom Telephone Company,2020-01-27,"Swanson, Edie",Good,,,0,,,0,0,,1988,A dark blue hardcover book containing the history of telephone service in Minnesota.,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-27,,,2020.1.295,"Book, Hardcover",,,,,,Documentary Artifact,Wikstrom Telephone Company,"6.25"" x 9.25"" blue hardcover, paper, ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-27,"book
hardcover
telephone
history
Minnesota","book
hardcover
telephone
history
Minnesota",,,,,,,,"Connecting the North Star State
A Century of Telephony in Minnesota",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-27T15:52:39,Unknown,,false,,6F3B4A5C-3DD9-4C03-9A04-415366029374
2020.1,0,,,,,,"Swanson, Edie",2020-01-27,"Communication Artifact
Documentary Artifact
",RCHS,2020-01-27,"Swanson, Edie",Good,,,0,,,0,0,,1980,Two copies of a hardcover book with a black & white picture of water & islands on the front cover. The spine  and back cover are pink in color.In black lettering on the spine of the book is: Minnesota's Boundary with Canada-- William E. Lass - MHS Press. Printing on the front cover in red color is:Minnesota's Boundary with Canada- Its Evolution since 1783 by William e. Lass ,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-27,,,2020.1.297,"Book, Hardcover",,,,,,Documentary Artifact,Roseau County Historical Society,"8.75"" x 11.25"" hardcover, paper, ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-27,"book 
hardcover
Minnesota
Canadian
boundary
evolution","book 
hardcover
Minnesota
Canadian
boundary
evolution",,,,,,,,"Minnesota's Boundary with Canada
Its Evolution since 1783",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-27T15:51:52,Unknown,,false,,B0D4C6A1-E045-47A4-BE76-285814603235
2020.1,0,,,,,,"Swanson, Edie",2020-01-27,"Communication Artifact
Documentary Artifact",RCHS,2020-01-27,"Swanson, Edie",Good,,,0,Erling larsen,,0,0,,1958,Two copies of a burgundy colored hardcover book titled : Minnesota Trails published by the T.S Denison and Company . book was issued in observance of Minnesota State Centennial. ,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-27,,,2020.1.299,"Book, Hardcover",,,,,,Documentary Artifact,Roseau County Historical Society,"hardcover,8.75"" x 11"" paper, ink , glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-27,"book
hardcover
history
Minnesota
Trails","book
hardcover
history
Minnesota
Trails",,,,,,,,"Minnesota Trails
A Sentimental History",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T10:12:00,Unknown,,false,,AD6E409E-6DBA-4D2C-A650-953135258678
2020.1,0,,,,,,"Swanson, Edie",2020-01-27,"Communication Artifact
Documentary Artifact",Grand Forks Herald,2020-01-28,"Swanson, Edie",Good,,,0,,,0,0,,2000,"A hardcover book Titled ""The Valley and Beyond"" contains photographs from the past of people, places and events and a identification of each photo. Photographs from Grand Forks & surrounding areas including Roseau.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 1, Shelf -2",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-27,,,2020.1.300,"Book, Hardcover",,,,,,Documentary Artifact,Grand Forks Herald,"7..625"" x 10.125"" hardcover, paper, ink ], glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
hardcover
memories
Grand Forks
valley
areas","book
hardcover
memories
Grand Forks
valley
areas",,,,,,,,"The Valley & Beyond
More memiors from Grand Forks and surrounding areas",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T10:11:43,Unknown,,false,,FA19C45B-D9AA-44FE-9FD7-693461485063
2020.1,0,,,,,,"Swanson, Edie",2020-01-28,,Betty M. Johnson,,,,,,0,,,0,0,,1990,""" Coya Come Home""is a cream & white colored hardcover book with a blue & white paper jacket with a picture of Coya at the podium during the Democratic National Convention.  It's a story of her political career, the letter her husband wrote wanting her to come home & be a housewife. The letter suggested she was having an affair, causing her not to be elected for anotheer term.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,2020.1.301,"Book, Hardcover",,,,,,Documentary Artifact,,"6.5"" x 9.25 hardcover, paper, ink,glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T10:58:30,Unknown,,false,,50AE4400-423F-4A57-8693-337826017590
12970,0,,,,,,"Swanson, Edie",2020-01-28,"Communication Artifact
Documentary Artifact",Dr. Gordon Magnson,2020-01-28,"Swanson, Edie",Good,,,0,,,0,0,,1980,"A white ,red, blue softcover book with black lettering & gold stars,titled ""Miracle On Ice""  the full story of the U.S. triumph at winning gold at the 1980 Winter Olympic  pictures included.Hockey games at Lake Placid, N.Y.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 1, Shelf -2",0,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,12970,"Book, Softcover",,,,,,Documentary Artifact,"Magnson, Dr. Gordon","4.25"" x 7"" paperback book, paper,ink,glue",,,,,,,,,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
softcover
paperback
1980
Winter
Olympic
U.S.
gold","book
softcover
paperback
1980
Winter
Olympic
U.S.
gold",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T10:56:41,Unknown,,false,,42B6F02D-38E9-4002-94BB-511103927957
2020.1,0,,,,,,"Swanson, Edie",2020-01-28,"Communication artifact
Documentary Artifact",Douglas County Historical Society,2020-01-28,"Swanson, Edie",Good,,,0,Jane Price McKinnon,,0,0,,1986,"A tan colored softcover book, titled 'A Green Hill Close By"" has to do with the Mound Grove Memorial Park , Evansville, Minnesota.( Cemeteries)",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf- -3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,2020.1.306,"Book, Softcover",,,,,,Documentary Artifact,Douglas County Historical Society,"5.5"" x 8.5"" softcover, paper, ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
softcover
Evansville
Minnesota
cemeteries
Mound 
Grove
Memorial
park","book
softcover
Evansville
Minnesota
cemeteries
Mound 
Grove
Memorial
park",,,,,,,,A Green Hill Close By,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T12:29:57,Unknown,,false,,CA51EB64-ACF6-4C6A-9211-325786571617
2020.1,0,,,,,,"Swanson, Edie",2020-01-28,"Communication arrtifact
Documentary Artifact",RCHS,2020-01-28,"Swanson, Edie",Good,,,0,Terrence N. Ingram,,0,0,,1998,"A brown hardcover book Titled ""Eagle"" contains photographs and enlightening text, illuminates the behavior and habitat of th eagles. It covers the nesting habits and migratory patterns along with the endangered status, recovery efforts & future of the eagle. The book also has a paper jacket with picture of an eagle's head on the front.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf -3",2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,2020.1.305,"Book, Hardcover",,,,,,Documentary Artifact,Roseau County Historical Society,"9.75 x 13"" hardcover, paper, ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
hardcover
eagles","book
hardcover
eagles",,,,,,,,Eagle,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T13:33:48,Unknown,,false,,F60ACB51-BAFA-4FB1-8D90-446182102952
2020.1,0,,,,,,"Swanson, Edie",2020-01-28,"Communication Artifact
Documentary Artifact",RCHS,2020-01-28,"Swanson, Edie",Good,,,0,,,0,0,,1982,"A rust colored hardcover book titled "" Roy Johnson's Red River Valley""  a collection of historical articles first printed in ""The Forum"" from 1941 to 1962. It has a white paper jacket with a man in buckskin with a rifle, a soldier & horse, a train, an indian, an oxcart on the front.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 3",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,2020.1.307,Book,,,,,,Documentary Artifact,Roseau County Historical Society,"9.25"" x 12.25"" hardcover, paper, ink",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
hardcover
Red
River
Valley
history","book
hardcover
Red
River
Valley
history",,,,,,,,"Roy Johnson's
Red River Valley",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T13:31:10,Unknown,,false,,7B5014E2-E641-40A4-816D-971303652353
2020.1,0,,,,,,"Swanson, Edie",2020-01-28,"Communication artifact
Documentary Artifact",Unknown,2020-01-28,"Swanson, Edie",Good,,,0,,,0,0,,1954,"A rust color hardcover book titled ""Down on the Farm"" is a picture treasury of country life in American in the good old days. It has a rust & yellow paper jacket with white & yellow printing on it.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 4",1,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2020-01-28,,,2020.1.308,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,"8.25"" x 11"" hardcover, paper,ink, glue",,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
hardcover
country
life
pioneer
days","book
hardcover
country
life
pioneer
days",,,,,,,,Down on the Farm,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2020-01-28T14:24:17,Unknown,,false,,6CA3A708-07AB-4C85-8A0F-069342060549
2020.1,0.00,,,,,,"Swanson, Edie",2020-01-28,"Communication Artifact
Documentary Artifact",Unknown,2020-01-28,"Swanson, Edie",Good,,,0,,,0.00,0.00,,1971,"A red hardcover book titled;""Indian and Free"" A Contemporary Protrait of Life on a Chippewa Reservation. The book has a red paper jacket with white & black printing and a black & white photograph on an Indian child on the front. The book is a collection of 160 photographs with accompanying text.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 4, Shelf 1",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,2020-01-28,,,2020.1.312,"Book, Hardcover",,,,,,Documentary Artifact,Unknown,,,,,,,,,Unknown,,,,,,,,OK,"Swanson, Edie",2020-01-28,"book
hardcover
Indian
Chippewa
reservation
life","book
hardcover
Indian
Chippewa
reservation
life",,,,,,,,"Indian and Free
A Contemporary Portrait of Life on a Chippewa Reservation",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T10:38:07,Unknown,,false,,242EA14D-2108-411E-9367-335032142796
2020.1,0.00,,,,,,"Swanson, Edie",2020-01-28,"Communication artifact
Documentary Artifact",P.O.Fryklund,2020-01-28,"Swanson, Edie",Good,,,0,,,0.00,0.00,,1911,"A black hardcover book with gold accents and gold printing on spine. ""The Aborigines of Minnesota'- 1906-1911, Minnesota Historical Society, Hill-Lewis-Brower-Winchell and a arrow head.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 4, Shelf 1",1,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,2020-01-28,,,2020.1.311,"Book, Hardcover",,,,,,Documentary Artifact,"Fryklund, P. O.",,,,,,,,,Unknown,,,,,,,,01/28/2020,"Swanson, Edie",2020-01-28,"book
hardcover
aborigines 
Minnesota
Indians","book
hardcover
aborigines 
Minnesota
Indians",,,,,,,,"1906-1911
The Aborigines of Minnesota",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T10:39:24,Unknown,,false,,A557E7EC-3C9B-42BD-A904-174708712823
